Running simulation: 3 nodes, scenario 1b.
0.207448 930 0 0.207448 1.6e-05 0.2 0.007432
0.207456 931 0 0.207456 1.6e-05 0.2 0.00744
0.207464 932 0 0.207464 1.6e-05 0.2 0.007448
0.207472 933 0 0.207472 1.6e-05 0.2 0.007456
0.20748 934 0 0.20748 1.6e-05 0.2 0.007464
0.207488 935 0 0.207488 1.6e-05 0.2 0.007472
0.207496 936 0 0.207496 1.6e-05 0.2 0.00748
0.207504 937 0 0.207504 1.6e-05 0.2 0.007488
0.207512 938 0 0.207512 1.6e-05 0.2 0.007496
0.20752 939 0 0.20752 1.6e-05 0.2 0.007504
0.207528 940 0 0.207528 1.6e-05 0.2 0.007512
0.207536 941 0 0.207536 1.6e-05 0.2 0.00752
0.207544 942 0 0.207544 1.6e-05 0.2 0.007528
0.207552 943 0 0.207552 1.6e-05 0.2 0.007536
0.20756 944 0 0.20756 1.6e-05 0.2 0.007544
0.207568 945 0 0.207568 1.6e-05 0.2 0.007552
0.207576 946 0 0.207576 1.6e-05 0.2 0.00756
0.207584 947 0 0.207584 1.6e-05 0.2 0.007568
0.207592 948 0 0.207592 1.6e-05 0.2 0.007576
0.2076 949 0 0.2076 1.6e-05 0.2 0.007584
0.207608 950 0 0.207608 1.6e-05 0.2 0.007592
0.207616 951 0 0.207616 1.6e-05 0.2 0.0076
0.207624 952 0 0.207624 1.6e-05 0.2 0.007608
0.207632 953 0 0.207632 1.6e-05 0.2 0.007616
0.20764 954 0 0.20764 1.6e-05 0.2 0.007624
0.207648 955 0 0.207648 1.6e-05 0.2 0.007632
0.207656 956 0 0.207656 1.6e-05 0.2 0.00764
0.207664 957 0 0.207664 1.6e-05 0.2 0.007648
0.207672 958 0 0.207672 1.6e-05 0.2 0.007656
0.20768 959 0 0.20768 1.6e-05 0.2 0.007664
0.207688 960 0 0.207688 1.6e-05 0.2 0.007672
0.207696 961 0 0.207696 1.6e-05 0.2 0.00768
0.207704 962 0 0.207704 1.6e-05 0.2 0.007688
0.207712 963 0 0.207712 1.6e-05 0.2 0.007696
0.20772 964 0 0.20772 1.6e-05 0.2 0.007704
0.207728 965 0 0.207728 1.6e-05 0.2 0.007712
0.207736 966 0 0.207736 1.6e-05 0.2 0.00772
0.207744 967 0 0.207744 1.6e-05 0.2 0.007728
0.207752 968 0 0.207752 1.6e-05 0.2 0.007736
0.20776 969 0 0.20776 1.6e-05 0.2 0.007744
0.207768 970 0 0.207768 1.6e-05 0.2 0.007752
0.207776 971 0 0.207776 1.6e-05 0.2 0.00776
0.207784 972 0 0.207784 1.6e-05 0.2 0.007768
0.207792 973 0 0.207792 1.6e-05 0.2 0.007776
0.2078 974 0 0.2078 1.6e-05 0.2 0.007784
0.207808 975 0 0.207808 1.6e-05 0.2 0.007792
0.207816 976 0 0.207816 1.6e-05 0.2 0.0078
0.207824 977 0 0.207824 1.6e-05 0.2 0.007808
0.207832 978 0 0.207832 1.6e-05 0.2 0.007816
0.20784 979 0 0.20784 1.6e-05 0.2 0.007824
0.207848 980 0 0.207848 1.6e-05 0.2 0.007832
0.207856 981 0 0.207856 1.6e-05 0.2 0.00784
0.207864 982 0 0.207864 1.6e-05 0.2 0.007848
0.207872 983 0 0.207872 1.6e-05 0.2 0.007856
0.20788 984 0 0.20788 1.6e-05 0.2 0.007864
0.207888 985 0 0.207888 1.6e-05 0.2 0.007872
0.207896 986 0 0.207896 1.6e-05 0.2 0.00788
0.207904 987 0 0.207904 1.6e-05 0.2 0.007888
0.207912 988 0 0.207912 1.6e-05 0.2 0.007896
0.20792 989 0 0.20792 1.6e-05 0.2 0.007904
0.207928 990 0 0.207928 1.6e-05 0.2 0.007912
0.207936 991 0 0.207936 1.6e-05 0.2 0.00792
0.207944 992 0 0.207944 1.6e-05 0.2 0.007928
0.207952 993 0 0.207952 1.6e-05 0.2 0.007936
0.20796 994 0 0.20796 1.6e-05 0.2 0.007944
0.207968 995 0 0.207968 1.6e-05 0.2 0.007952
0.207976 996 0 0.207976 1.6e-05 0.2 0.00796
0.207984 997 0 0.207984 1.6e-05 0.2 0.007968
0.207992 998 0 0.207992 1.6e-05 0.2 0.007976
0.208 999 0 0.208 1.6e-05 0.2 0.007984
0.208008 1000 0 0.208008 1.6e-05 0.2 0.007992

